ID_Reviewer,phone,commentaires,title,city,address,sentiment,totalScore
14,+212 5393-19310,"Je vais vous montrer un autre service dans un marché ou dans une salle de bain
Ne pas rejoindre, ne pas traiter comme une forêt",CIH Bank,Tanger,"Residence Golden Beach، Av. Moulay Rachid، Rue du Val Fleuri, Tangier 90060, Maroc",1,2.1
15,+212 5393-19310,"Demain, je vais m'attendre à une catastrophe dans l'agence, à cause de ce chien, qui m'a gardé dans ma quiche
Sans parler de sa préférence pour les femmes, il les harcèle en public
C'est un exemple regrettable des fils d'adultère qui accèdent au travail alors qu'ils n'y sont pas éligibles",CIH Bank,Tanger,"Residence Golden Beach، Av. Moulay Rachid، Rue du Val Fleuri, Tangier 90060, Maroc",2,2.1
16,+212 5393-19310,Je n'ai jamais vu un broyeur de ma vie qui m'a détruit à Kishi,CIH Bank,Tanger,"Residence Golden Beach، Av. Moulay Rachid، Rue du Val Fleuri, Tangier 90060, Maroc",5,2.1
17,+212 5393-19310,"Une banque pleine de bisir et de hazak
Ce chien moderne doit être expulsé",CIH Bank,Tanger,"Residence Golden Beach، Av. Moulay Rachid، Rue du Val Fleuri, Tangier 90060, Maroc",1,2.1
18,+212 5393-19310,Très mauvais service,CIH Bank,Tanger,"Residence Golden Beach، Av. Moulay Rachid، Rue du Val Fleuri, Tangier 90060, Maroc",1,2.1
19,+212 5393-19310,Je vous déconseille d'aller dans cette banque. Je déteste le service.,CIH Bank,Tanger,"Residence Golden Beach، Av. Moulay Rachid، Rue du Val Fleuri, Tangier 90060, Maroc",1,2.1
20,+212 5393-19310,Très mauvais service le pire service que vous puissiez avoir,CIH Bank,Tanger,"Residence Golden Beach، Av. Moulay Rachid، Rue du Val Fleuri, Tangier 90060, Maroc",1,2.1
21,+212 5393-19310,Très très mauvais service. J'ai attendu 1h30 pour seulement 5 personnes !!!!,CIH Bank,Tanger,"Residence Golden Beach، Av. Moulay Rachid، Rue du Val Fleuri, Tangier 90060, Maroc",1,2.1
22,+212 5393-49950,Le service est une blague toujours en pause et le gars de la sécurité qui parle au client est une agence de blagues,CIH Bank,Tanger,"COMPLEXE RADIA LOT 8, Ave Mohammed VI, Tangier, Maroc",1,2.1
23,+212 5393-49950,employé 1 serviteurs,CIH Bank,Tanger,"COMPLEXE RADIA LOT 8, Ave Mohammed VI, Tangier, Maroc",3,2.1
24,+212 5393-49950,leur service est une blague.,CIH Bank,Tanger,"COMPLEXE RADIA LOT 8, Ave Mohammed VI, Tangier, Maroc",1,2.1
25,+212 5393-49950,Le premier guichet automatique à Tanger où le paiement a fonctionné avec ma carte VISA.,CIH Bank,Tanger,"COMPLEXE RADIA LOT 8, Ave Mohammed VI, Tangier, Maroc",5,2.1
26,+212 5393-98400,Bien,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",4,1.8
27,+212 5393-98400,"Le comptable parle dans un style de marché totalement inapproprié pour un comptable de banque, et il vous donnera son propre argent, la pire banque avec laquelle vous puissiez traiter.",CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
28,+212 5393-98400,"Achalandage fréquent en fin de semaine, surtout le vendredi, surpeuplement....
Il est situé du côté Boukhalef de la route principale....
Achalandage fréquent en fin de semaine, surtout le vendredi, surpeuplement....
Il est situé du côté de Bukhalef de la route principale.....",CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",2,1.8
29,+212 5393-98400,Très encombré + Le service client est le pire,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
30,+212 5393-98400,Mauvais service🤬,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
31,+212 5393-98400,"La banque la plus efficace avec laquelle vous pouvez traiter, non, vous alliez résoudre Fahad Lagouns, voyez que vous n'avez pas de dignité, ne traitez pas avec Mezyan, aucun service, Mezyan Dima Amer, vous restez toute la journée, Taideo, et ils te répondent, tu détestes le jour où tu y es né. Reste avec eux, et comme conseil à quiconque lit Hadshi Gha s'est échappé sauf toi, qui t'est cher.",CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",5,1.8
32,+212 5393-98400,"Les pires services, agence bondée, je passe 30_1 heure à attendre / chaque fois qu'ils disent que le système est en panne.",CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
33,+212 5393-98400,"La pire agence du monde .. juste le temps d'attente, je vous conseille de choisir autre chose",CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
34,+212 5393-98400,Le pire service de tous les temps,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
35,+212 5393-98400,Services 0/0×0,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
36,+212 5393-98400,"Si je pouvais donner 0 étoiles, je serais le pire de tous les temps",CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
37,+212 5393-98400,"Le pire service que j'aie jamais vu, gagnez du temps et allez dans un autre endroit, kerhoni f CIH.",CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
38,+212 5393-98400,"Le directeur de l'agence ne traite pas et est indulgent avec les clients,",CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
39,+212 5393-98400,La pire agence avec qui traiter ,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
40,+212 5393-98400,Vous ne l'avez pas fait une seule fois..,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
41,+212 5393-98400,pire agence,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
42,+212 5393-98400,Toujours un système de guichet automatique en panne n'accepte pas les cartes de la même banque ou vide d'argent,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
43,+212 5393-98400,Mauvais traitements,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
44,+212 5393-98400,Le pire service,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
45,+212 5393-98400,Stupide,CIH Bank,Tanger,"P4PC+C9H, Tanger, Maroc",1,1.8
46,+212 5393-19110,Très mauvais services.,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",1,2.1
47,+212 5393-19110,"Traiter en dessous de la norme avec tous les clients
 Avec arrogance du gars de la sécurité au manager",CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",5,2.1
48,+212 5393-19110,Je travaille à l'endroit où se trouve la banque cih,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",4,2.1
49,+212 5393-19110,"Je me suis réveillé aujourd'hui. J'ai parcouru un long chemin pour entendre que nous avons du travail aujourd'hui, sachant que dans le navigateur Google, ils disent qu'ils travaillent aujourd'hui. Un de vos pires enfants qui se réveille avec toute activité et un employé de banque vient vous déranger toute la journée, même une étoile que vous ne méritez pas. 🤢🤮",CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",4,2.1
50,+212 5393-19110,Le problème de la surpopulation est très élevé,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",2,2.1
51,+212 5393-19110,Mauvais service,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",1,2.1
52,+212 5393-19110,"Je me suis promené le matin pour ouvrir un compte, ils m'ont dit qu'il n'y avait pas de connexion ",CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",2,2.1
53,+212 5393-19110,Ta3amol dyal modira tma zéro. La3ala9a. Machi professionnel FMRA,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",1,2.1
54,+212 5393-19110,"J'ai adoré le labo et le labo, que vous dites, je n'ai pas défié devant vous, je n'ai assisté que la veille de l'Aïd, les gens ont pris le relais et rendu les employés agressifs, mais quand je suis venu le vendredi 14 mai, c'était fonctionnait bien et le temps n'était pas perdu, bon service dans un bon moment",CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",5,2.1
55,+212 5393-19110,Mauvais service un seul employé à l'intérieur,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",1,2.1
56,+212 5393-19110,"Le système Dima ne l'a pas servi
Gestionnaire arrogant",CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",1,2.1
57,+212 5393-19110,Bien,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",4,2.1
58,+212 5393-19110,"très mauvais service client, toujours bondé et les gens à l'intérieur sont si impolis",CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",1,2.1
59,+212 5393-19110,Bon service,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",4,2.1
60,+212 5393-19110,Entretien 0,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",1,2.1
61,+212 5393-19110,Service médiocre et grossier. Evitez cette agence,CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",1,2.1
62,+212 5393-19110,"Le traitement et les services sont de qualité inférieure aujourd'hui. Je suis allé dans cette agence, d'après ce qu'ils publient sur Internet. Le samedi, ils travaillent jusqu'à quatre heures du soir. Quand j'y suis allé, j'ai trouvé quelqu'un qui répondait de manière barbare, n'utilisant pas eux aujourd'hui, et me fermant la porte au nez, que Dieu se venge de vous.",CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",2,2.1
63,+212 5393-19110,"Le service est disponible sans faute n7el un compte 9 altli we7da khadam tema db lpc meblocke, la 2eme fois rje3t l3endha apres 2h 9altli lconexion makaynach, 3ilman anna kayen chiwe7din sawbo lcompte dyalhom 3endha wana kanchof. wa7d reception o wa7d service la3ala9a... O3ad ze3ma hadi le3 wacher ollah makay7echmo ossyassa masl7ach mea had les gents...",CIH Bank,Tanger,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Maroc",1,2.1
64,+212 5393-31545,bouché,CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",1,1.9
65,+212 5393-31545,"Il y a beaucoup de monde et trop de temps d'attente pour des tâches simples, le seul inconvénient de cette banque, en particulier cet emplacement.",CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",3,1.9
66,+212 5393-31545,Le pire service de costumes de tout l'univers,CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",1,1.9
67,+212 5393-31545,"Le service client est très, très, très mauvais, et ils quittent les clients et s'occupent d'autres choses et d'appels téléphoniques personnels, même le travail lui-même qu'ils ne comprennent pas J'ai reçu un message de la banque me disant d'aller mettre à jour mes données avant la fin du mois, et quand je suis allé attendre plus de deux heures. Ils m'ont dit que nous n'avions aucune information sur cette procédure !!!!!!!!
Je ne recommande pas du tout cette banque",CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",1,1.9
68,+212 5393-31545,L'un des pires de tous les temps !! Mauvais service client et je regrette de l'avoir choisi en premier lieu,CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",1,1.9
69,+212 5393-31545,Le guichet automatique le plus fréquenté de la ville À éviter à tout prix,CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",1,1.9
70,+212 5393-31545,Service CIH Banque = 0,CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",1,1.9
71,+212 5393-31545,"Je ne recommande pas de faire affaire avec cette banque, le service client est très médiocre et il y a toujours des problèmes...",CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",1,1.9
72,+212 5393-31545,"Le système est toujours en panne , et certains agents font des choses inappropriées à l'intérieur de l'agence. De plus, ils ferment avant l'heure de fermeture mentionnée.",CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",1,1.9
73,+212 5393-31545,Ou,CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",3,1.9
74,+212 5393-31545,Ils mentionnent la fermeture à 16h et la fermeture à 15h30,CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",1,1.9
75,+212 5393-31545,"La CIH Bank est l'une des plus grandes banques de Tanger spécialisée dans les prêts hypothécaires et de rénovation de villas et d'appartements.

Une fois, j'ai essayé d'obtenir de l'argent (Dirhams) au guichet automatique ici, mais cela n'a pas fonctionné, j'ai donc dû me rendre dans une autre banque pour obtenir de l'argent.",CIH (Credit Immobilier Et Hotelier),Tanger,"17 Av. Belgique, Tanger 90060, Maroc",5,1.9
76,+212 5393-79550,Le système est trop lent,CIH Bank,Tanger,"49 Av. Anfa, Tanger 90060, Maroc",2,2
77,+212 5393-79550,"Salut, je suis mexicain et je ne connais pas la banque, mais comme tout le monde lui a donné une étoile, moi aussi",CIH Bank,Tanger,"49 Av. Anfa, Tanger 90060, Maroc",1,2
78,+212 5393-79550,"+ connexion dima 3andom makhadamashi
+ 3omrom téléphone kijawbo 3la",CIH Bank,Tanger,"49 Av. Anfa, Tanger 90060, Maroc",5,2
79,+212 5393-79550,"Agence Akfis, Fatanga est Hadi, le traitement et le service sont sans importance. A cause d'elle, j'ai payé le compte de cette banque.",CIH Bank,Tanger,"49 Av. Anfa, Tanger 90060, Maroc",1,2
80,+212 5393-79550,"Service Akfas. Khsk tmxi w ydk f 9albk 3andk tjbar serveur makhasar. Mo3amal bla mathdar eliha, rah akfas haja khossosan db wahid bnt khadama f caissier. Mo3amala khayba niha2iyan",CIH Bank,Tanger,"49 Av. Anfa, Tanger 90060, Maroc",1,2
81,+212 5393-79550,"service 0 , mabghach yft7li compte ,, gali jib carte d etudiant wakha hya makaynach fl9anoun",CIH Bank,Tanger,"49 Av. Anfa, Tanger 90060, Maroc",1,2
82,+212 5393-41127,Système makhadamx. Hadra toujours Kat3awed,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
83,+212 5393-41127, Pourquoi la caissière ne fonctionne-t-elle pas ?,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
84,+212 5393-41127,"J'ai eu une mauvaise expérience avec un agent du service client de CIH Bank. L'agent était extrêmement grossier et dédaigneux, montrant un manque total de respect pour moi en tant que client. Leur comportement était inacceptable et m'a donné l'impression que mes préoccupations et mes problèmes n'étaient pas importants pour eux. J'ai été extrêmement déçu du niveau de service client fourni par cette personne et je ne recommanderais CIH Bank à personne en raison de son mauvais traitement. Dans l'ensemble, ce fut une très mauvaise expérience avec le comportement de l'agent.",CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
85,+212 5393-41127,"Les gens qui sont des domestiques qui ont été malades ne sont pas soignés, et leurs lois sont les leurs, et ils n'aiment pas le directeur au cul...
La décence bancaire avec cette taille au service des gens n'a rien à voir..
L'important est, excusez-moi
",CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",2,1.9
86,+212 5393-41127,I bgha it 3 assab iji l had age,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",3,1.9
87,+212 5393-41127,"Traitement animalier par l'employé de banque et le gardien, mauvais service et discrimination entre clients",CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
88,+212 5393-41127,"Perdre le temps des gens, pas de travail, pas de jeu",CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
89,+212 5393-41127,"Vraiment pas aux normes, honteux et honteux d'avoir une agence bancaire de ce niveau dans une grande ville et un pôle économique comme Tanger ? Comment est-il possible qu'un client, après avoir attendu 30 minutes, qui veut déposer son argent sur son compte personnel et en sa présence avec sa carte nationale, soit refusé, au motif qu'il a dû passer par le guichet automatique pour déposer de l'argent et que la box est exclusivement pour les grosses sommes d'argent ??? Sachant que le client n'a pas sur lui la carte bancaire qui l'autorise
Faire exclusivement ce processus à cette fenêtre automatisée ?
Il est également très étrange que le caissier vous oblige à effectuer un processus que nous ne pouvons pas faire, sachant que la banque alloue un groupe de services qui concernent les retraits et les dépôts, parmi lesquels le client choisit ce qui lui convient !!!! Et légalement, aucun service ne devrait être imposé qu'un client ne veut pas ou ne peut pas fournir pour quelque raison que ce soit.
En effet, il est honteux de trouver un employé dans une agence bancaire qui manque de professionnalisme, de tact, et de respect des clients, et prononce des propos pour le moins qu'on puisse dire à son sujet qui sont des propos vulgaires et qui ne sont pas à la hauteur du niveau de service. Si vous ne venez pas, nous retournerons à la banque, vous vous reposerez et nous nous reposerons jusqu'à ce que nous soyons avec vous.",CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
90,+212 5393-41127,"J'ai enfin pu créer un compte après trois jours où le système était corrompu, le temps et l'argent du transport m'ont coûté environ 50 dh",CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
91,+212 5393-41127,"très mauvaise expérience, 0/5",CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
92,+212 5393-41127,C'est bon,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",4,1.9
93,+212 5393-41127,J'ai eu une mauvaise expérience avec l'agence cih à Tanger mly Ismail. Le réceptionniste se comporte le moins bien avec tous les clients. Et cela affecte la valeur de cih bank. Pour être honnête . Je n'ai recommandé à personne d'y aller.,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",2,1.9
94,+212 5393-41127,Mauvais service mna9s,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
95,+212 5393-41127,Mauvais service ,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
96,+212 5393-41127,Prendre longtemps besoin de plus d'agents là-bas,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",2,1.9
97,+212 5393-41127,"Très mauvais service, personne ne respecte le temps des clients, et il n'y a pas de réponses claires.",CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",1,1.9
98,+212 5393-41127,CIH Bank sur l'avenue Youssef Ibn Tachfine à Tanger est l'une des grandes banques du Maroc. Cet emplacement n'est pas loin de la Place des Nations et à une courte distance du centre commercial Ibn Batoutta.,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",5,1.9
99,+212 5393-41127,Bon produit,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060, Maroc",4,1.9
100,+212 5224-79479,Mauvais service et traitement provocateur,CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",1,2.3
101,+212 5224-79479,La pire banque de tous les temps,CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",1,2.3
102,+212 5224-79479,La pire branche cih avec tous les avantages,CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",1,2.3
103,+212 5224-79479,Ils doivent améliorer le service,CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",3,2.3
104,+212 5224-79479,"Le service est totalement non professionnel, la pire banque que j'aie jamais vue",CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",1,2.3
105,+212 5224-79479,"J'ai soumis une demande en ligne pour ouvrir un compte et maintenant c'est la troisième fois que j'essaie de joindre l'employé responsable de cela et chaque fois que je viens ici, ils me font attendre jusqu'à ce que je sois frustré et que je revienne sur mon chemin.",CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",1,2.3
106,+212 5224-79479,L'agence la plus chère à traiter,CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",5,2.3
107,+212 5224-79479,"L'agence la plus chère avec laquelle j'ai travaillé de ma vie, deux serviteurs, dans certains cas, interrompant Zukshi Diyal : « Marchez jusqu'à ce que vous veniez… » « Non, le monsieur qui est en charge d'une réunion… » « Il vaut mieux venez le matin de ce service plutôt que pendant la journée… » sauf que cela leur suffit.",CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",4,2.3
108,+212 5224-79479,"Il semble qu'ils ouvrent à neuf heures et non à 8 h 15. Les clients attendent et certains partent par manque de temps pendant qu'ils sont
Ils sont sans voix",CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",2,2.3
109,+212 5224-79479,"Je lui donne une demi-étoile ou moins, deux employés délirants pour leur travail, et le citoyen attend",CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",4,2.3
110,+212 5224-79479,C'est bon,CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",4,2.3
111,+212 5224-79479,D'accord,CIH Bank,Tanger,"P6V2+9FP, Rue Beyrouth, Tanger 90060, Maroc",4,2.3
112,+212 5393-59020,Très mauvais service,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",1,2.4
113,+212 5393-59020,La pire banque de Tanger,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",1,2.4
114,+212 5393-59020,La banque de demain est avec vous aujourd'hui,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",5,2.4
115,+212 5393-59020,"mauvais service
à chaque fois
tous les jours",CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",1,2.4
116,+212 5393-59020,Service client désastreux,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",1,2.4
117,+212 5393-59020,Les délais d'attente sont très longs,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",2,2.4
118,+212 5393-59020,excellent,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",5,2.4
119,+212 5393-59020,Assistance : 0/10 Satisfaction client : pas complète,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",1,2.4
120,+212 5393-59020,"en fait tout le monde est gentil et serviable, ils ont aussi le wifi gratuit",CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",5,2.4
121,+212 5393-59020,Merci,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",5,2.4
